X,adj,noun,session,n,adj_stem,noun_stem,article,network_id,attncheckscore,x1,x2,x3,x4,x5,range,mean_typ
2178,yellow,dot,7,2,yellow,dot,a,95,1,2,2,2,3,NA,0,2.25
2179,yellow,dress,7,2,yellow,dress,a,107,1,2,5,3,3,NA,3,3.25
2180,yellow,star,7,2,yellow,star,a,77,1,5,3,3,6,NA,2,4.25
2181,yellow,sun,7,2,yellow,sun,a,61,1,7,6,7,7,NA,1,6.75
2182,yellow,sunset,7,2,yellow,sunset,a,10,1,6,4,3,3,NA,2,4
2183,adult,game,7,1,adult,game,a,70,1,2,2,3,3,NA,0,2.5
2184,bottom,drawer,7,1,bottom,drawer,a,102,1,3,4,5,3,NA,1,3.75
2185,bright,card,7,1,bright,card,a,5,1,5,2,NA,NA,NA,3,3.5
2186,bright,moonlight,7,1,bright,moonlight,NA,68,1,3,4,5,2,NA,1,3.5
2188,bright,window,7,1,bright,window,a,93,1,6,2,3,5,NA,4,4
2189,bright,yellow,7,1,bright,yellow,a,52,1,5,4,5,NA,NA,1,4.666666666666667
2190,brown,bear,7,1,brown,bear,a,30,1,6,5,3,6,NA,1,5
2191,brown,chair,7,1,brown,chair,a,100,1,3,6,6,3,NA,3,4.5
2192,brown,leave,7,1,brown,leav,a,105,1,5,5,4,4,NA,0,4.5
2193,brown,penny,7,1,brown,penni,a,74,1,7,6,5,7,NA,1,6.25
2194,brown,rock,7,1,brown,rock,a,1,1,4,2,3,3,NA,2,3
2195,brown,shoe,7,1,brown,shoe,a,48,1,5,3,5,4,NA,2,4.25
2196,brown,tree,7,1,brown,tree,a,108,1,5,5,5,4,NA,0,4.75
2198,buttered,pizza,7,1,butter,pizza,a,107,1,2,2,3,2,NA,0,2.25
2199,chief,dog,7,1,chief,dog,a,80,1,5,2,2,3,NA,3,3
2200,colored,block,7,1,color,block,a,61,1,3,3,6,2,NA,0,3.5
2201,colored,water,7,1,color,water,NA,29,1,3,3,2,3,NA,0,2.75
2202,curly,hair,7,1,curli,hair,a,108,1,3,3,3,4,NA,0,3.25
2203,dark,alley,7,1,dark,allei,an,42,1,5,3,5,4,NA,2,4.25
2204,dark,color,7,1,dark,color,a,100,1,3,4,6,4,NA,1,4.25
2205,dark,eye,7,1,dark,ey,an,100,1,3,4,3,5,NA,1,3.75
2206,dead,bug,7,1,dead,bug,a,84,1,4,5,3,3,NA,1,3.75
2208,dirty,bowl,7,1,dirti,bowl,a,23,1,1,4,4,4,NA,3,3.25
2209,dirty,candle,7,1,dirti,candl,a,49,1,2,2,3,6,NA,0,3.25
2210,dirty,cup,7,1,dirti,cup,a,75,1,4,4,3,3,NA,0,3.5
2211,dirty,money,7,1,dirti,monei,NA,12,1,5,4,3,6,NA,1,4.5
2212,dirty,mouth,7,1,dirti,mouth,a,106,1,3,3,7,4,NA,0,4.25
2213,dirty,sock,7,1,dirti,sock,a,32,1,4,3,2,3,NA,1,3
2214,dirty,table,7,1,dirti,tabl,a,73,1,3,3,4,NA,NA,0,3.3333333333333335
2215,fat,body,7,1,fat,bodi,a,106,1,4,5,3,4,NA,1,4
2216,fat,foot,7,1,fat,foot,a,85,1,3,3,3,3,NA,0,3
2217,fat,pig,7,1,fat,pig,a,86,1,6,6,6,6,NA,0,6
2218,flat,stitch,7,1,flat,stitch,a,72,1,3,5,3,3,NA,2,3.5
2219,flat,table,7,1,flat,tabl,a,87,1,7,6,5,7,NA,1,6.25
2220,foamy,ball,7,1,foami,ball,a,51,1,2,3,3,4,NA,1,3
2221,fuzzy,nose,7,1,fuzzi,nose,a,34,1,2,2,3,2,NA,0,2.25
2222,fuzzy,stick,7,1,fuzzi,stick,a,39,1,3,3,4,NA,NA,0,3.3333333333333335
2223,giant,baby,7,1,giant,babi,a,98,1,3,2,2,NA,NA,1,2.3333333333333335
2224,giant,robot,7,1,giant,robot,a,52,1,2,2,3,NA,NA,0,2.3333333333333335
2225,giant,truck,7,1,giant,truck,a,76,1,5,4,6,NA,NA,1,5
2226,gold,bow,7,1,gold,bow,a,48,1,3,3,3,3,NA,0,3
2227,gold,shoe,7,1,gold,shoe,a,36,1,3,3,2,3,NA,0,2.75
2228,gold,sky,7,1,gold,sky,a,101,1,2,1,3,2,NA,1,2
2229,green,airplane,7,1,green,airplan,an,20,1,2,2,1,3,NA,0,2
2230,green,ball,7,1,green,ball,a,82,1,3,3,3,3,NA,0,3
2231,green,bear,7,1,green,bear,a,47,1,5,1,1,1,NA,4,2
2232,green,bowl,7,1,green,bowl,a,12,1,3,3,3,3,NA,0,3
2233,green,box,7,1,green,box,a,8,1,3,3,3,2,NA,0,2.75
2234,green,broccoli,7,1,green,broccoli,NA,103,1,6,6,6,7,NA,0,6.25
2235,green,cap,7,1,green,cap,a,66,1,5,3,2,3,NA,2,3.25
2236,green,cat,7,1,green,cat,a,81,1,1,1,3,NA,NA,0,1.6666666666666667
2237,green,cheese,7,1,green,chees,NA,69,1,2,2,2,2,NA,0,2
2238,green,chip,7,1,green,chip,a,63,1,2,4,2,2,NA,2,2.5
2239,green,circle,7,1,green,circl,a,16,1,3,3,3,3,NA,0,3
2240,green,cookie,7,1,green,cooki,a,103,1,1,5,1,2,NA,4,2.25
2241,green,cow,7,1,green,cow,a,47,1,4,1,1,1,NA,3,1.75
2242,green,dragon,7,1,green,dragon,a,62,1,4,5,6,4,NA,1,4.75
2243,green,fire,7,1,green,fire,a,93,1,1,2,2,2,NA,1,1.75
2244,green,frog,7,1,green,frog,a,76,1,6,6,7,NA,NA,0,6.333333333333333
2245,green,goose,7,1,green,goos,a,67,1,1,1,2,2,NA,0,1.5
2246,green,gum,7,1,green,gum,a,73,1,3,3,3,NA,NA,0,3
2247,green,ham,7,1,green,ham,NA,25,1,2,2,1,2,NA,0,1.75
2248,green,jungle,7,1,green,jungl,a,51,1,7,2,7,3,NA,5,4.75
2249,green,knife,7,1,green,knife,a,5,1,5,2,NA,NA,NA,3,3.5
2250,green,ocean,7,1,green,ocean,an,28,1,3,2,1,5,NA,1,2.75
2251,green,pepper,7,1,green,pepper,a,6,1,3,4,3,NA,NA,1,3.3333333333333335
2252,green,sheep,7,1,green,sheep,a,78,1,2,1,1,1,NA,1,1.25
2253,green,stem,7,1,green,stem,a,14,1,5,5,6,NA,NA,0,5.333333333333333
2254,green,tail,7,1,green,tail,a,18,1,2,3,2,1,NA,1,2
2255,green,thumb,7,1,green,thumb,a,58,1,3,1,3,3,NA,2,2.5
2256,green,train,7,1,green,train,a,82,1,2,3,2,3,NA,1,2.5
2257,green,triangle,7,1,green,triangl,a,64,1,4,4,2,3,NA,0,3.25
2258,green,tube,7,1,green,tube,a,49,1,3,3,3,5,NA,0,3.5
2259,green,wall,7,1,green,wall,a,25,1,2,3,3,5,NA,1,3.25
2260,grey,color,7,1,grei,color,a,89,1,3,3,3,NA,NA,0,3
2261,grey,mouse,7,1,grei,mous,a,75,1,5,4,4,3,NA,1,4
2262,grey,piece,7,1,grei,piec,a,84,1,2,3,3,3,NA,1,2.75
2264,hot,beam,7,1,hot,beam,a,35,1,3,3,3,4,NA,0,3.25
2265,hot,candle,7,1,hot,candl,a,64,1,7,6,4,7,NA,1,6
2266,hot,carrot,7,1,hot,carrot,a,45,1,4,2,3,3,NA,2,3
2267,hot,celery,7,1,hot,celeri,a,85,1,2,2,2,2,NA,0,2
2268,hot,chicken,7,1,hot,chicken,NA,100,1,3,6,6,3,NA,3,4.5
2269,hot,cup,7,1,hot,cup,a,99,1,3,3,3,3,NA,0,3
2270,hot,donut,7,1,hot,donut,a,31,1,3,1,5,3,NA,2,3
2271,hot,frog,7,1,hot,frog,a,103,1,3,2,4,2,NA,1,2.75
2272,hot,grease,7,1,hot,greas,NA,67,1,4,5,5,2,NA,1,4
2273,hot,hand,7,1,hot,hand,a,11,1,3,3,2,4,NA,0,3
2274,hot,log,7,1,hot,log,a,32,1,3,2,2,2,NA,1,2.25
2275,hot,lunch,7,1,hot,lunch,a,91,1,5,5,5,NA,NA,0,5
2276,hot,muffin,7,1,hot,muffin,a,42,1,3,3,5,3,NA,0,3.5
2277,hot,pan,7,1,hot,pan,a,59,1,5,5,3,3,NA,0,4
2278,hot,paper,7,1,hot,paper,a,42,1,2,2,1,3,NA,0,2
2279,hot,pizza,7,1,hot,pizza,a,103,1,6,4,4,5,NA,2,4.75
2280,hot,sky,7,1,hot,sky,a,109,1,2,3,3,2,NA,1,2.5
2281,hot,soup,7,1,hot,soup,NA,11,1,5,6,5,6,NA,1,5.5
2282,hot,sun,7,1,hot,sun,a,19,1,7,7,7,7,NA,0,7
2283,hot,tongue,7,1,hot,tongu,a,40,1,2,2,3,2,NA,0,2.25
2284,hot,tree,7,1,hot,tree,a,77,1,3,1,1,1,NA,2,1.5
2285,juicy,fruit,7,1,juici,fruit,NA,27,1,5,5,5,5,NA,0,5
2286,khaki,pig,7,1,khaki,pig,a,31,1,1,2,3,1,NA,1,1.75
2287,light,candle,7,1,light,candl,a,14,1,5,3,6,NA,NA,2,4.666666666666667
2288,light,phone,7,1,light,phone,a,52,1,5,5,6,NA,NA,0,5.333333333333333
2289,light,ribbon,7,1,light,ribbon,a,61,1,5,3,4,2,NA,2,3.5
2290,marine,tank,7,1,marin,tank,a,59,1,5,3,2,2,NA,2,3
2291,naked,baby,7,1,nake,babi,a,37,1,5,4,3,NA,NA,1,4
2292,naked,child,7,1,nake,child,a,55,1,3,2,4,3,NA,1,3
2293,naked,foot,7,1,nake,foot,a,81,1,3,4,3,NA,NA,1,3.3333333333333335
2294,naked,person,7,1,nake,person,a,40,1,3,3,4,3,NA,0,3.25
2295,orange,apple,7,1,orang,appl,an,6,1,2,2,2,NA,NA,0,2
2296,orange,bird,7,1,orang,bird,a,52,1,3,2,2,NA,NA,1,2.3333333333333335
2297,orange,bus,7,1,orang,bu,a,11,1,3,2,5,2,NA,1,3
2298,orange,cat,7,1,orang,cat,a,22,1,2,3,3,3,NA,1,2.75
2299,orange,cider,7,1,orang,cider,NA,13,1,2,2,2,5,NA,0,2.75
2300,orange,circle,7,1,orang,circl,a,31,1,3,3,3,3,NA,0,3
2301,orange,dolphin,7,1,orang,dolphin,a,59,1,2,1,1,1,NA,1,1.25
2302,orange,drink,7,1,orang,drink,a,34,1,2,3,3,3,NA,1,2.75
2303,orange,frog,7,1,orang,frog,a,110,1,1,2,1,3,3,1,2
2304,orange,girl,7,1,orang,girl,a,105,1,1,1,1,1,NA,0,1
2305,orange,hand,7,1,orang,hand,a,75,1,2,2,2,1,NA,0,1.75
2306,orange,hat,7,1,orang,hat,a,25,1,2,2,3,3,NA,0,2.5
2307,orange,heart,7,1,orang,heart,a,10,1,3,1,2,2,NA,2,2
2308,orange,leg,7,1,orang,leg,a,69,1,1,1,1,2,NA,0,1.25
2309,orange,lemon,7,1,orang,lemon,a,17,1,1,2,2,2,NA,1,1.75
2310,orange,letter,7,1,orang,letter,a,9,1,3,3,1,1,NA,0,2
2311,orange,pentagon,7,1,orang,pentagon,a,31,1,3,2,2,5,NA,1,3
2312,orange,snack,7,1,orang,snack,a,1,1,2,2,3,3,NA,0,2.5
2313,orange,squirrel,7,1,orang,squirrel,a,40,1,1,1,1,1,NA,0,1
2314,outdoor,camp,7,1,outdoor,camp,a,41,1,6,6,5,NA,NA,0,5.666666666666667
2315,outside,honey,7,1,outsid,honei,NA,57,1,6,7,3,3,NA,1,4.75
2316,oval,egg,7,1,oval,egg,an,97,1,7,6,5,7,NA,1,6.25
2317,oval,piece,7,1,oval,piec,a,35,1,3,3,3,5,NA,0,3.5
2318,pink,bear,7,1,pink,bear,a,59,1,2,1,1,3,NA,1,1.75
2319,pink,board,7,1,pink,board,a,87,1,2,3,2,2,NA,1,2.25
2320,pink,cake,7,1,pink,cake,a,58,1,3,3,3,3,NA,0,3
2321,pink,card,7,1,pink,card,a,70,1,2,3,4,3,NA,1,3
2322,pink,circle,7,1,pink,circl,a,79,1,2,3,2,3,NA,1,2.5
2323,pink,dress,7,1,pink,dress,a,25,1,3,3,3,5,NA,0,3.5
2324,pink,ear,7,1,pink,ear,an,68,1,3,3,4,2,NA,0,3
2325,pink,fairy,7,1,pink,fairi,a,23,1,3,1,3,5,NA,2,3
2326,pink,finger,7,1,pink,finger,a,65,1,1,5,4,6,NA,4,4
2327,pink,frosting,7,1,pink,frost,NA,13,1,3,3,5,5,NA,0,4
2328,pink,heart,7,1,pink,heart,a,27,1,3,5,2,6,NA,2,4
2329,pink,honey,7,1,pink,honei,NA,53,1,2,1,1,1,NA,1,1.25
2330,pink,nose,7,1,pink,nose,a,41,1,3,3,3,NA,NA,0,3
2331,pink,princess,7,1,pink,princess,a,77,1,2,3,5,4,NA,1,3.5
2332,pink,rose,7,1,pink,rose,a,101,1,5,3,5,3,NA,2,4
2333,pink,shoe,7,1,pink,shoe,a,15,1,2,2,3,3,NA,0,2.5
2334,pink,snail,7,1,pink,snail,a,10,1,1,2,2,4,NA,1,2.25
2335,pink,square,7,1,pink,squar,a,94,1,3,2,3,3,NA,1,2.75
2336,pink,suit,7,1,pink,suit,a,43,1,2,2,2,2,NA,0,2
2337,pink,tail,7,1,pink,tail,a,24,1,2,3,1,1,NA,1,1.75
2338,pink,wand,7,1,pink,wand,a,39,1,4,5,3,NA,NA,1,4
2339,pink,window,7,1,pink,window,a,100,1,3,2,2,2,NA,1,2.25
2340,plastic,cup,7,1,plastic,cup,a,13,1,5,5,5,6,NA,0,5.25
2341,plastic,track,7,1,plastic,track,a,62,1,1,2,1,3,NA,1,1.75
2342,puffy,cloud,7,1,puffi,cloud,a,13,1,4,5,3,5,NA,1,4.25
2343,purple,ball,7,1,purpl,ball,a,23,1,2,3,3,3,NA,1,2.75
2344,purple,bat,7,1,purpl,bat,a,44,1,1,2,2,2,NA,1,1.75
2345,purple,bin,7,1,purpl,bin,a,3,1,2,2,2,3,NA,0,2.25
2346,purple,bus,7,1,purpl,bu,a,39,1,2,6,2,NA,NA,4,3.3333333333333335
2348,purple,cow,7,1,purpl,cow,a,21,1,1,1,1,1,NA,0,1
2349,purple,diamond,7,1,purpl,diamond,a,35,1,1,3,1,2,NA,2,1.75
2350,purple,dolphin,7,1,purpl,dolphin,a,106,1,1,2,2,2,NA,1,1.75
2351,purple,flag,7,1,purpl,flag,a,47,1,1,3,2,2,NA,2,2
2352,purple,frog,7,1,purpl,frog,a,83,1,2,2,2,1,NA,0,1.75
2353,purple,grape,7,1,purpl,grape,a,21,1,4,4,4,6,NA,0,4.5
2354,purple,handle,7,1,purpl,handl,a,105,1,2,3,2,1,NA,1,2
2355,purple,house,7,1,purpl,hous,a,100,1,3,2,2,2,NA,1,2.25
2356,purple,letter,7,1,purpl,letter,a,87,1,4,3,2,2,NA,1,2.75
2357,purple,lollipop,7,1,purpl,lollipop,a,103,1,3,6,3,3,NA,3,3.75
2358,purple,row,7,1,purpl,row,a,23,1,3,3,2,3,NA,0,2.75
2359,purple,spot,7,1,purpl,spot,a,30,1,2,3,3,2,NA,1,2.5
2360,purple,square,7,1,purpl,squar,a,90,1,2,2,3,3,3,0,2.6
2361,purple,star,7,1,purpl,star,a,48,1,2,3,3,2,NA,1,2.5
2362,purple,wheel,7,1,purpl,wheel,a,5,1,3,2,NA,NA,NA,1,2.5
2363,red,apple,7,1,red,appl,an,102,1,7,5,6,3,NA,2,5.25
2364,red,ball,7,1,red,ball,a,6,1,3,5,6,NA,NA,2,4.666666666666667
2365,red,blanket,7,1,red,blanket,a,101,1,3,3,3,3,NA,0,3
2366,red,bow,7,1,red,bow,a,9,1,3,3,5,5,NA,0,4
2367,red,box,7,1,red,box,a,77,1,3,3,2,3,NA,0,2.75
2368,red,bucket,7,1,red,bucket,a,110,1,3,3,4,4,3,0,3.4
2369,red,chip,7,1,red,chip,a,71,1,2,2,2,2,NA,0,2
2370,red,cookie,7,1,red,cooki,a,98,1,2,2,1,NA,NA,0,1.6666666666666667
2371,red,cow,7,1,red,cow,a,57,1,3,3,1,1,NA,0,2
2372,red,dot,7,1,red,dot,a,76,1,3,4,5,NA,NA,1,4
2373,red,ear,7,1,red,ear,an,104,1,3,1,3,2,NA,2,2.25
2374,red,gate,7,1,red,gate,a,109,1,2,3,3,5,NA,1,3.25
2375,red,guy,7,1,red,gui,a,90,1,1,1,1,2,3,0,1.6
2376,red,hair,7,1,red,hair,a,58,1,3,3,2,3,NA,0,2.75
2377,red,hand,7,1,red,hand,a,3,1,3,1,2,2,NA,2,2
2378,red,handle,7,1,red,handl,a,98,1,4,3,5,NA,NA,1,4
2379,red,heart,7,1,red,heart,a,34,1,6,4,7,6,NA,2,5.75
2380,red,hexagon,7,1,red,hexagon,a,73,1,2,3,3,NA,NA,1,2.6666666666666665
2381,red,honey,7,1,red,honei,NA,79,1,2,1,2,3,NA,1,2
2382,red,jam,7,1,red,jam,NA,78,1,4,3,6,5,NA,1,4.5
2383,red,juice,7,1,red,juic,NA,91,1,4,4,3,NA,NA,0,3.6666666666666665
2384,red,ladybug,7,1,red,ladybug,a,22,1,7,6,7,7,NA,1,6.75
2385,red,leave,7,1,red,leav,a,93,1,3,3,3,4,NA,0,3.25
2386,red,lobster,7,1,red,lobster,a,73,1,4,6,5,NA,NA,2,5
2387,red,log,7,1,red,log,a,51,1,2,1,2,3,NA,1,2
2388,red,ocean,7,1,red,ocean,an,29,1,2,1,2,2,NA,1,1.75
2389,red,piece,7,1,red,piec,a,47,1,6,3,3,3,NA,3,3.75
2390,red,plate,7,1,red,plate,a,22,1,3,3,3,2,NA,0,2.75
2391,red,puppy,7,1,red,puppi,a,15,1,3,2,1,3,NA,1,2.25
2392,red,sky,7,1,red,sky,a,62,1,3,2,2,2,NA,1,2.25
2393,red,soup,7,1,red,soup,NA,7,1,4,3,5,3,NA,1,3.75
2394,red,squirrel,7,1,red,squirrel,a,28,1,2,3,3,3,NA,1,2.75
2395,red,suit,7,1,red,suit,a,76,1,2,2,3,NA,NA,0,2.3333333333333335
2396,red,sunset,7,1,red,sunset,a,5,1,4,3,NA,NA,NA,1,3.5
2397,red,tomato,7,1,red,tomato,a,51,1,6,6,7,3,NA,0,5.5
2398,red,tractor,7,1,red,tractor,a,44,1,3,6,5,3,NA,3,4.25
2399,red,triangle,7,1,red,triangl,a,66,1,4,6,2,3,NA,2,3.75
2400,red,turtle,7,1,red,turtl,a,29,1,3,1,1,2,NA,2,1.75
2401,red,wrapper,7,1,red,wrapper,a,106,1,3,3,5,3,NA,0,3.5
2402,rubber,line,7,1,rubber,line,a,25,1,2,2,2,2,NA,0,2
2403,silver,penny,7,1,silver,penni,a,90,1,1,1,2,2,3,0,1.8
2404,soapy,day,7,1,soapi,dai,a,70,1,1,1,1,1,NA,0,1
2405,soapy,milk,7,1,soapi,milk,NA,73,1,1,1,2,NA,NA,0,1.3333333333333333
2406,soapy,towel,7,1,soapi,towel,a,40,1,3,4,3,2,NA,1,3
2407,spiky,tail,7,1,spiki,tail,a,91,1,3,2,3,NA,NA,1,2.6666666666666665
2408,square,hole,7,1,squar,hole,a,58,1,3,2,2,3,NA,1,2.5
2409,square,triangle,7,1,squar,triangl,a,20,1,1,1,1,1,NA,0,1
2410,sunny,house,7,1,sunni,hous,a,33,1,1,5,4,3,NA,4,3.25
2411,sweet,butter,7,1,sweet,butter,a,65,1,2,4,3,5,NA,2,3.5
2412,sweet,girl,7,1,sweet,girl,a,82,1,4,3,3,3,NA,1,3.25
2413,sweet,song,7,1,sweet,song,a,19,1,4,3,3,4,NA,1,3.5
2414,top,row,7,1,top,row,a,36,1,3,3,2,2,NA,0,2.5
2415,upstairs,book,7,1,upstair,book,a,65,1,1,2,1,1,NA,1,1.25
2416,upstairs,coffee,7,1,upstair,coffe,NA,100,1,1,4,2,2,NA,3,2.25
2417,upstairs,cup,7,1,upstair,cup,a,42,1,2,1,1,3,NA,1,1.75
2418,upstairs,dress,7,1,upstair,dress,a,50,1,2,3,2,2,NA,1,2.25
2419,upstairs,honey,7,1,upstair,honei,NA,18,1,1,1,1,2,NA,0,1.25
2420,wet,bottom,7,1,wet,bottom,a,44,1,2,3,2,3,NA,1,2.5
2421,wet,boy,7,1,wet,boi,a,55,1,3,3,2,3,NA,0,2.75
2422,wet,boy,7,1,wet,boi,a,55,1,3,3,2,3,NA,0,2.75
2423,wet,car,7,1,wet,car,a,84,1,4,3,3,3,NA,1,3.25
2424,wet,floor,7,1,wet,floor,a,33,1,1,3,3,3,NA,2,2.5
2425,wet,garage,7,1,wet,garag,a,41,1,3,2,6,NA,NA,1,3.6666666666666665
2426,wet,paw,7,1,wet,paw,a,34,1,3,5,3,3,NA,2,3.5
2427,wet,rain,7,1,wet,rain,NA,81,1,7,7,7,NA,NA,0,7
2428,wet,slide,7,1,wet,slide,a,88,1,3,5,3,2,NA,2,3.25
2429,wet,soap,7,1,wet,soap,NA,33,1,1,3,5,5,NA,2,3.5
2430,wet,suit,7,1,wet,suit,a,78,1,3,3,2,3,NA,0,2.75
2431,wooden,track,7,1,wooden,track,a,106,1,3,3,2,3,NA,0,2.75
2432,yellow,arrow,7,1,yellow,arrow,an,70,1,3,2,2,2,NA,1,2.25
2433,yellow,balloon,7,1,yellow,balloon,a,54,1,5,3,3,3,NA,2,3.5
2434,yellow,banana,7,1,yellow,banana,a,75,1,5,5,7,6,NA,0,5.75
2435,yellow,beetle,7,1,yellow,beetl,a,104,1,2,3,3,2,NA,1,2.5
2436,yellow,bin,7,1,yellow,bin,a,73,1,2,3,3,NA,NA,1,2.6666666666666665
2437,yellow,box,7,1,yellow,box,a,87,1,3,4,3,2,NA,1,3
2438,yellow,cake,7,1,yellow,cake,a,35,1,3,5,5,3,NA,2,4
2439,yellow,cap,7,1,yellow,cap,a,15,1,3,3,3,3,NA,0,3
2440,yellow,card,7,1,yellow,card,a,68,1,3,2,2,2,NA,1,2.25
2441,yellow,cement,7,1,yellow,cement,NA,83,1,2,2,3,2,NA,0,2.25
2442,yellow,chicken,7,1,yellow,chicken,a,91,1,3,5,3,NA,NA,2,3.6666666666666665
2443,yellow,costume,7,1,yellow,costum,a,40,1,2,3,2,3,NA,1,2.5
2444,yellow,dog,7,1,yellow,dog,a,64,1,1,3,3,3,NA,2,2.5
2445,yellow,dragon,7,1,yellow,dragon,a,3,1,3,2,4,2,NA,1,2.75
2446,yellow,eye,7,1,yellow,ey,an,47,1,2,6,2,1,NA,4,2.75
2447,yellow,finger,7,1,yellow,finger,a,107,1,2,2,1,2,NA,0,1.75
2448,yellow,footprint,7,1,yellow,footprint,a,10,1,2,1,1,3,NA,1,1.75
2449,yellow,giraffe,7,1,yellow,giraff,a,4,1,7,4,7,7,NA,3,6.25
2450,yellow,handle,7,1,yellow,handl,a,55,1,3,3,3,2,NA,0,2.75
2451,yellow,hose,7,1,yellow,hose,a,93,1,4,3,3,2,NA,1,3
2452,yellow,lip,7,1,yellow,lip,a,4,1,1,3,2,1,NA,2,1.75
2453,yellow,necklace,7,1,yellow,necklac,a,56,1,3,3,3,3,NA,0,3
2454,yellow,outfit,7,1,yellow,outfit,an,7,1,3,5,3,2,NA,2,3.25
2455,yellow,paint,7,1,yellow,paint,NA,24,1,2,5,3,3,NA,3,3.25
2456,yellow,paper,7,1,yellow,paper,a,4,1,3,3,3,2,NA,0,2.75
2457,yellow,pig,7,1,yellow,pig,a,26,1,2,1,2,1,NA,1,1.5
2458,yellow,pin,7,1,yellow,pin,a,27,1,3,3,3,3,NA,0,3
2459,yellow,pond,7,1,yellow,pond,a,36,1,2,2,2,1,NA,0,1.75
2460,yellow,sheep,7,1,yellow,sheep,a,58,1,1,2,1,2,NA,1,1.5
2461,yellow,sky,7,1,yellow,sky,a,93,1,1,2,2,2,NA,1,1.75
2462,yellow,spot,7,1,yellow,spot,a,19,1,3,3,2,3,NA,0,2.75
2463,yellow,truck,7,1,yellow,truck,a,79,1,3,2,2,3,NA,1,2.5
2464,yellow,turtle,7,1,yellow,turtl,a,23,1,2,1,1,2,NA,1,1.5
2465,green,light,8,21,green,light,a,102,1,3,2,2,2,NA,1,2.25
2466,hot,tea,8,9,hot,tea,NA,68,1,4,4,4,6,NA,0,4.5
2467,red,light,8,9,red,light,a,45,1,3,5,3,3,NA,2,3.5
2468,flat,piece,8,6,flat,piec,a,38,1,3,3,5,4,NA,0,3.75
2469,red,shoe,8,6,red,shoe,a,56,1,3,5,3,5,NA,2,4
2470,bottom,drawer,8,5,bottom,drawer,a,102,1,3,4,5,3,NA,1,3.75
2471,green,shirt,8,5,green,shirt,a,94,1,3,3,3,3,NA,0,3
2472,pink,hair,8,5,pink,hair,a,28,1,2,3,2,3,NA,1,2.5
2473,blond,hair,8,4,blond,hair,a,97,1,4,3,4,3,NA,1,3.5
2474,brown,leaf,8,4,brown,leaf,a,82,1,3,3,5,3,NA,0,3.5
2475,dark,green,8,4,dark,green,a,57,1,4,4,3,5,NA,0,4
2476,flat,tire,8,4,flat,tire,a,57,1,3,2,3,3,NA,1,2.75
2477,hot,day,8,4,hot,dai,a,36,1,3,4,3,3,NA,1,3.25
2478,hot,water,8,4,hot,water,NA,92,1,6,5,5,4,NA,1,5
2479,red,button,8,4,red,button,a,53,1,3,1,5,3,NA,2,3
2480,square,triangle,8,4,squar,triangl,a,20,1,1,1,1,1,NA,0,1
2481,sunny,day,8,4,sunni,dai,a,30,1,5,5,4,3,NA,0,4.25
2482,yellow,train,8,4,yellow,train,a,64,1,4,4,3,3,NA,0,3.5
2483,yellow,wheel,8,4,yellow,wheel,a,87,1,2,2,2,2,NA,0,2
2484,dark,color,8,3,dark,color,a,100,1,3,4,6,4,NA,1,4.25
2485,dirty,floor,8,3,dirti,floor,a,41,1,3,3,4,NA,NA,0,3.3333333333333335
2486,fat,foot,8,3,fat,foot,a,85,1,3,3,3,3,NA,0,3
2487,green,apple,8,3,green,appl,an,7,1,3,3,6,3,NA,0,3.75
2488,green,chair,8,3,green,chair,a,50,1,3,3,2,3,NA,0,2.75
2489,green,pepper,8,3,green,pepper,a,6,1,3,4,3,NA,NA,1,3.3333333333333335
2490,orange,rock,8,3,orang,rock,a,8,1,1,2,2,3,NA,1,2
2491,pink,dress,8,3,pink,dress,a,25,1,3,3,3,5,NA,0,3.5
2492,pink,ribbon,8,3,pink,ribbon,a,60,1,4,3,3,5,3,1,3.6
2493,pregnant,vegetable,8,3,pregnant,veget,a,31,1,1,1,1,1,NA,0,1
2494,purple,bucket,8,3,purpl,bucket,a,27,1,2,2,3,2,NA,0,2.25
2495,purple,shoe,8,3,purpl,shoe,a,54,1,3,3,3,3,NA,0,3
2496,red,ball,8,3,red,ball,a,6,1,3,5,6,NA,NA,2,4.666666666666667
2497,red,eye,8,3,red,ey,an,37,1,3,2,3,NA,NA,1,2.6666666666666665
2498,red,leaf,8,3,red,leaf,a,33,1,1,3,4,3,NA,2,2.75
2499,yellow,bed,8,3,yellow,bed,a,88,1,3,3,3,2,NA,0,2.75
2500,yellow,shoe,8,3,yellow,shoe,a,44,1,2,3,2,2,NA,1,2.25
2501,bald,baby,8,2,bald,babi,a,45,1,4,5,5,3,NA,1,4.25
2502,bright,color,8,2,bright,color,a,24,1,4,4,3,3,NA,0,3.5
2503,bright,light,8,2,bright,light,a,4,1,3,5,5,4,NA,2,4.25
2504,bright,sun,8,2,bright,sun,a,47,1,4,5,6,6,NA,1,5.25
2505,brown,hair,8,2,brown,hair,a,87,1,5,4,3,5,NA,1,4.25
2506,brown,paper,8,2,brown,paper,a,23,1,5,3,3,3,NA,2,3.5
2507,brown,shoe,8,2,brown,shoe,a,48,1,5,3,5,4,NA,2,4.25
2508,brown,tree,8,2,brown,tree,a,108,1,5,5,5,4,NA,0,4.75
2509,colored,paper,8,2,color,paper,a,66,1,3,7,5,3,NA,4,4.5
2510,colored,pencil,8,2,color,pencil,a,97,1,7,4,4,3,NA,3,4.5
